,Date,Sunset,DaylightHrs,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,WetWeather,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Station,RH,CoolYearlyCum,Sunset7dAvg,DaylightHrs7dAvg,Tmax7dAvg,Tmin7dAvg,Tavg7dAvg,Depart7dAvg,DewPoint7dAvg,WetBulb7dAvg,Cool7dAvg,PrecipTotal7dAvg,StnPressure7dAvg,SeaLevel7dAvg,ResultSpeed7dAvg,ResultDir7dAvg,AvgSpeed7dAvg
10,2007-05-11,19.0,14.4,70.0,51.0,61.0,4.0,42.0,51.0,0.0,0,0.0,29.33,30.04,11.3,3.0,12.9,1,35.97906432066934,14.0,18.947142857142858,14.290000000000003,75.71428571428571,53.0,64.57142857142857,8.857142857142858,45.714285714285715,55.0,1.7142857142857142,0.018857142857142857,29.34,30.062857142857137,7.614285714285715,10.857142857142858,9.499999999999998
11,2007-05-12,19.02,14.44,64.0,46.0,55.0,-2.0,36.0,46.0,0.0,0,0.0,29.49,30.2,12.4,3.0,12.9,1,18.15644764104309,14.0,18.967142857142857,14.330000000000002,75.42857142857143,52.0,63.857142857142854,7.857142857142857,45.42857142857143,54.57142857142857,1.7142857142857142,0.018714285714285715,29.352857142857143,30.077142857142853,7.714285714285714,10.285714285714286,9.628571428571428
12,2007-05-13,19.03,14.46,69.0,43.0,56.0,-2.0,33.0,46.0,0.0,0,0.0,29.49,30.24,6.6,14.0,8.1,1,4.390127314275055,14.0,18.982857142857142,14.364285714285716,75.57142857142857,51.142857142857146,63.42857142857143,7.0,45.857142857142854,54.57142857142857,1.7142857142857142,0.018714285714285715,29.341428571428573,30.069999999999997,6.6000000000000005,10.714285714285714,8.64285714285714
13,2007-05-14,19.05,14.5,90.0,56.0,73.0,15.0,47.0,59.0,8.0,0,0.0,29.23,29.97,16.9,21.0,17.3,1,38.733267023769,22.0,19.0,14.400000000000002,76.57142857142857,52.42857142857143,64.57142857142857,7.714285714285714,46.714285714285715,55.285714285714285,2.857142857142857,0.018571428571428572,29.32,30.048571428571424,7.785714285714286,11.142857142857142,9.614285714285712
14,2007-05-15,19.07,14.54,80.0,57.0,69.0,11.0,56.0,61.0,4.0,1,0.38,29.13,29.84,8.1,27.0,12.3,1,66.73102527570724,26.0,19.017142857142858,14.434285714285716,76.28571428571429,52.857142857142854,64.71428571428571,7.571428571428571,46.42857142857143,55.142857142857146,3.0,0.07285714285714286,29.29714285714286,30.02142857142857,8.557142857142857,13.428571428571429,10.542857142857141
15,2007-05-16,19.08,14.559999999999999,66.0,44.0,55.0,-4.0,43.0,48.0,0.0,1,0.14,29.33,30.03,7.8,36.0,12.2,1,49.13382300783255,26.0,19.032857142857143,14.465714285714286,74.71428571428571,50.42857142857143,62.714285714285715,5.142857142857143,44.142857142857146,53.0,2.4285714285714284,0.07428571428571429,29.314285714285717,30.034285714285712,9.114285714285716,17.285714285714285,11.399999999999997
16,2007-05-17,19.1,14.600000000000001,62.0,43.0,53.0,-6.0,32.0,43.0,0.0,0,0.0,29.55,30.27,10.5,3.0,11.3,1,0.0,26.0,19.05,14.500000000000002,71.57142857142857,48.57142857142857,60.285714285714285,2.2857142857142856,41.285714285714285,50.57142857142857,1.7142857142857142,0.07428571428571429,29.36428571428572,30.08428571428571,10.514285714285716,15.285714285714286,12.428571428571427
17,2007-05-18,19.12,14.64,71.0,42.0,57.0,-3.0,30.0,46.0,0.0,0,0.0,29.53,30.25,5.4,25.0,7.5,1,-8.507208941905791,26.0,19.06714285714286,14.534285714285716,71.71428571428571,47.285714285714285,59.714285714285715,1.2857142857142858,39.57142857142857,49.857142857142854,1.7142857142857142,0.07428571428571429,29.39285714285715,30.11428571428571,9.671428571428574,18.428571428571427,11.657142857142855
18,2007-05-19,19.13,14.66,80.0,56.0,68.0,8.0,39.0,53.0,3.0,0,0.0,29.34,30.08,11.1,24.0,11.4,1,20.741158073862856,29.0,19.08285714285714,14.565714285714288,74.0,48.714285714285715,61.57142857142857,2.7142857142857144,40.0,50.857142857142854,2.142857142857143,0.07428571428571429,29.371428571428577,30.09714285714286,9.485714285714286,21.428571428571427,11.44285714285714
19,2007-05-20,19.15,14.7,69.0,43.0,56.0,-5.0,40.0,44.0,0.0,1,0.07,29.38,30.11,10.4,4.0,10.7,1,34.55696783370807,29.0,19.099999999999998,14.600000000000003,74.0,48.714285714285715,61.57142857142857,2.2857142857142856,41.0,50.57142857142857,2.142857142857143,0.0842857142857143,29.355714285714292,30.07857142857143,10.02857142857143,20.0,11.814285714285713
20,2007-05-21,19.17,14.740000000000002,80.0,44.0,62.0,1.0,50.0,56.0,0.0,0,0.0,29.33,30.06,6.3,11.0,8.2,1,61.61485668146951,29.0,19.117142857142856,14.634285714285719,72.57142857142857,47.0,60.0,0.2857142857142857,41.42857142857143,50.142857142857146,1.0,0.0842857142857143,29.370000000000008,30.091428571428573,8.514285714285716,18.571428571428573,10.514285714285714
21,2007-05-22,19.18,14.76,87.0,55.0,71.0,10.0,46.0,58.0,6.0,0,0.0,29.34,30.06,10.0,18.0,10.2,1,37.92847717167639,35.0,19.132857142857144,14.665714285714289,73.57142857142857,46.714285714285715,60.285714285714285,0.14285714285714285,40.0,49.714285714285715,1.2857142857142858,0.03000000000000001,29.40000000000001,30.122857142857146,8.785714285714288,17.285714285714285,10.214285714285714
22,2007-05-23,19.2,14.78,89.0,60.0,75.0,14.0,49.0,61.0,10.0,0,0.0,29.39,30.1,11.4,19.0,11.8,1,41.84551397931307,45.0,19.150000000000002,14.697142857142861,76.85714285714286,49.0,63.142857142857146,2.7142857142857144,40.857142857142854,51.57142857142857,2.7142857142857144,0.010000000000000009,29.408571428571438,30.132857142857144,9.300000000000002,14.857142857142858,10.157142857142857
23,2007-05-24,19.22,14.819999999999999,88.0,63.0,76.0,14.0,54.0,63.0,11.0,1,0.02,29.41,30.11,14.9,21.0,17.3,1,52.44520517494332,56.0,19.16714285714286,14.728571428571431,80.57142857142857,51.857142857142854,66.42857142857143,5.571428571428571,44.0,54.42857142857143,4.285714285714286,0.012857142857142867,29.388571428571435,30.110000000000003,9.928571428571432,17.428571428571427,11.014285714285714
24,2007-05-25,19.23,14.850000000000001,70.0,56.0,63.0,1.0,44.0,53.0,0.0,0,0.001,29.51,30.24,4.9,5.0,8.8,1,40.381763699006875,56.0,19.18285714285714,14.75857142857143,80.42857142857143,53.857142857142854,67.28571428571429,6.142857142857143,46.0,55.42857142857143,4.285714285714286,0.01300000000000001,29.385714285714293,30.10857142857143,9.857142857142861,14.571428571428571,11.2
25,2007-05-26,19.25,14.879999999999999,65.0,49.0,57.0,-5.0,55.0,56.0,0.0,1,1.01,29.36,30.11,2.8,17.0,7.2,1,92.40810894734507,56.0,19.2,14.790000000000003,78.28571428571429,52.857142857142854,65.71428571428571,4.285714285714286,48.285714285714285,55.857142857142854,3.857142857142857,0.15728571428571428,29.388571428571435,30.112857142857145,8.671428571428574,13.571428571428571,10.599999999999998
26,2007-05-27,19.27,14.899999999999999,75.0,57.0,66.0,4.0,47.0,56.0,1.0,1,0.04,29.34,30.06,8.9,26.0,9.5,1,46.010424221172016,57.0,19.217142857142857,14.81857142857143,79.14285714285714,54.857142857142854,67.14285714285714,5.571428571428571,49.285714285714285,57.57142857142857,4.0,0.153,29.38285714285715,30.10571428571429,8.45714285714286,16.714285714285715,10.428571428571427
27,2007-05-28,19.27,14.92,79.0,50.0,65.0,2.0,47.0,56.0,0.0,1,0.001,29.43,30.15,4.8,10.0,5.3,1,47.30204086659851,57.0,19.231428571428573,14.844285714285714,79.0,55.714285714285715,67.57142857142857,5.714285714285714,48.857142857142854,57.57142857142857,4.0,0.1531428571428571,29.39714285714287,30.118571428571432,8.242857142857147,16.571428571428573,10.01428571428571
28,2007-05-29,19.28,14.930000000000001,88.0,60.0,74.0,10.0,58.0,65.0,9.0,1,0.0,29.39,30.11,5.8,18.0,6.5,1,64.08710049039664,66.0,19.245714285714286,14.868571428571428,79.14285714285714,56.42857142857143,68.0,5.714285714285714,50.57142857142857,58.57142857142857,4.428571428571429,0.1531428571428571,29.404285714285724,30.125714285714285,7.642857142857147,16.571428571428573,9.485714285714282
29,2007-05-30,19.3,14.97,87.0,66.0,77.0,13.0,58.0,65.0,12.0,0,0.0,29.31,30.04,10.3,19.0,10.6,1,60.1965363768563,78.0,19.26,14.895714285714286,78.85714285714286,57.285714285714285,68.28571428571429,5.571428571428571,51.857142857142854,59.142857142857146,4.714285714285714,0.1531428571428571,29.39285714285715,30.117142857142856,7.485714285714289,16.571428571428573,9.314285714285711
30,2007-05-31,19.32,14.99,78.0,65.0,72.0,8.0,61.0,65.0,7.0,1,0.01,29.28,30.0,9.3,19.0,9.9,1,74.24561134702098,85.0,19.274285714285718,14.92,77.42857142857143,57.57142857142857,67.71428571428571,4.714285714285714,52.857142857142854,59.42857142857143,4.142857142857143,0.1517142857142857,29.374285714285723,30.101428571428567,6.68571428571429,16.285714285714285,8.257142857142854
31,2007-06-01,19.33,15.009999999999998,85.0,62.0,74.0,10.0,63.0,66.0,9.0,1,0.19,29.19,29.91,4.2,17.0,6.4,1,75.57891918481204,94.0,19.28857142857143,14.942857142857141,79.57142857142857,58.42857142857143,69.28571428571429,6.0,55.57142857142857,61.285714285714285,5.428571428571429,0.1787142857142857,29.32857142857144,30.054285714285708,6.585714285714291,18.0,7.914285714285713
32,2007-06-02,19.33,15.009999999999998,81.0,65.0,73.0,9.0,63.0,67.0,8.0,1,0.04,29.03,29.77,6.5,22.0,7.4,1,77.25753006124403,102.0,19.300000000000004,14.96142857142857,81.85714285714286,60.714285714285715,71.57142857142857,8.0,56.714285714285715,62.857142857142854,6.571428571428571,0.04014285714285713,29.281428571428584,30.00571428571428,7.11428571428572,18.714285714285715,7.942857142857141
33,2007-06-03,19.35,15.05,78.0,62.0,70.0,6.0,60.0,63.0,5.0,1,0.01,28.82,29.56,5.2,25.0,6.7,1,75.30058859252726,107.0,19.31142857142857,14.982857142857142,82.28571428571429,61.42857142857143,72.14285714285714,8.285714285714286,58.57142857142857,63.857142857142854,7.142857142857143,0.03585714285714285,29.207142857142866,29.93428571428571,6.585714285714292,18.571428571428573,7.542857142857142
34,2007-06-04,19.37,15.07,71.0,58.0,65.0,1.0,58.0,60.0,0.0,1,0.39,28.82,29.52,7.8,31.0,9.7,1,80.00304459124357,107.0,19.325714285714287,15.004285714285713,81.14285714285714,62.57142857142857,72.14285714285714,8.142857142857142,60.142857142857146,64.42857142857143,7.142857142857143,0.09142857142857143,29.120000000000008,29.84428571428571,7.0142857142857205,21.571428571428573,8.171428571428569
35,2007-06-05,19.38,15.099999999999998,64.0,47.0,56.0,-9.0,48.0,51.0,0.0,1,0.42,29.1,29.79,5.2,5.0,7.6,1,67.86824674446899,107.0,19.34,15.028571428571425,77.71428571428571,60.714285714285715,69.57142857142857,5.428571428571429,58.714285714285715,62.42857142857143,5.857142857142857,0.15142857142857144,29.07857142857144,29.798571428571424,6.928571428571436,19.714285714285715,8.328571428571426
36,2007-06-06,19.38,15.099999999999998,71.0,44.0,58.0,-8.0,48.0,55.0,0.0,1,0.01,29.07,29.81,10.8,17.0,11.4,1,62.92490008977191,107.0,19.351428571428567,15.047142857142854,75.42857142857143,57.57142857142857,66.85714285714286,2.4285714285714284,57.285714285714285,61.0,4.142857142857143,0.15285714285714286,29.044285714285724,29.765714285714285,7.000000000000008,19.428571428571427,8.442857142857141
37,2007-06-07,19.4,15.119999999999997,91.0,71.0,81.0,15.0,62.0,69.0,16.0,0,0.0,28.84,29.55,22.7,20.0,23.1,1,63.765146997076904,123.0,19.36285714285714,15.06571428571428,77.28571428571429,58.42857142857143,68.14285714285714,3.4285714285714284,57.42857142857143,61.57142857142857,5.428571428571429,0.15142857142857144,28.98142857142858,29.701428571428572,8.914285714285723,19.571428571428573,10.328571428571426
38,2007-06-08,19.42,15.14,81.0,57.0,69.0,3.0,53.0,61.0,4.0,0,0.0,29.18,29.85,10.9,28.0,13.8,1,58.779900071171284,127.0,19.375714285714285,15.084285714285711,76.71428571428571,57.714285714285715,67.42857142857143,2.4285714285714284,56.0,60.857142857142854,4.714285714285714,0.1242857142857143,28.98000000000001,29.692857142857143,9.87142857142858,21.142857142857142,11.385714285714283
39,2007-06-09,19.42,15.150000000000002,79.0,52.0,66.0,0.0,47.0,57.0,1.0,0,0.0,29.36,30.07,0.3,33.0,5.0,1,46.010424221172016,128.0,19.38857142857143,15.104285714285712,76.42857142857143,55.857142857142854,66.42857142857143,1.1428571428571428,53.714285714285715,59.42857142857143,3.7142857142857144,0.11857142857142858,29.02714285714287,29.735714285714284,8.985714285714295,22.714285714285715,11.04285714285714
40,2007-06-10,19.43,15.16,81.0,55.0,68.0,1.0,51.0,59.0,3.0,0,0.0,29.34,30.05,4.8,17.0,5.6,1,54.78561518148861,131.0,19.400000000000006,15.12,76.85714285714286,54.857142857142854,66.14285714285714,0.42857142857142855,52.42857142857143,58.857142857142854,3.4285714285714284,0.11714285714285715,29.101428571428585,29.805714285714284,8.928571428571436,21.571428571428573,10.88571428571428
41,2007-06-11,19.43,15.16,86.0,58.0,72.0,5.0,52.0,61.0,7.0,0,0.0,29.41,30.11,4.9,11.0,6.9,1,52.232840619836566,138.0,19.408571428571435,15.132857142857139,79.0,54.857142857142854,67.14285714285714,1.0,51.57142857142857,59.0,4.428571428571429,0.06142857142857144,29.1857142857143,29.889999999999997,8.514285714285723,18.714285714285715,10.48571428571428
42,2007-06-12,19.45,15.18,83.0,62.0,73.0,5.0,50.0,60.0,8.0,0,0.0,29.44,30.16,8.3,5.0,8.8,1,46.16717705328042,146.0,19.418571428571433,15.144285714285713,81.71428571428571,57.0,69.57142857142857,3.0,51.857142857142854,60.285714285714285,5.571428571428571,0.0014285714285714377,29.23428571428573,29.942857142857143,8.957142857142866,18.714285714285715,10.657142857142853
43,2007-06-13,19.45,15.18,87.0,60.0,74.0,6.0,53.0,62.0,9.0,0,0.0,29.36,30.09,7.2,5.0,8.6,1,52.33925945729181,155.0,19.428571428571434,15.155714285714286,84.0,59.285714285714285,71.85714285714286,5.0,52.57142857142857,61.285714285714285,6.857142857142857,9.169252658734552e-18,29.275714285714304,29.982857142857142,8.442857142857152,17.0,10.257142857142851
44,2007-06-14,19.47,15.2,89.0,64.0,77.0,9.0,55.0,64.0,12.0,0,0.0,29.3,30.02,5.6,5.0,6.8,1,53.605110233775456,167.0,19.438571428571432,15.16714285714286,83.71428571428571,58.285714285714285,71.28571428571429,4.142857142857143,51.57142857142857,60.57142857142857,6.285714285714286,9.169252658734552e-18,29.34142857142859,30.05,6.000000000000008,14.857142857142858,7.928571428571422
45,2007-06-15,19.47,15.2,91.0,63.0,77.0,9.0,56.0,64.0,12.0,0,0.0,29.28,29.99,4.1,6.0,4.9,1,55.81197716106758,179.0,19.445714285714285,15.175714285714289,85.14285714285714,59.142857142857146,72.42857142857143,5.0,52.0,61.0,7.428571428571429,9.169252658734552e-18,29.355714285714303,30.07,5.028571428571437,11.714285714285714,6.65714285714285
46,2007-06-16,19.48,15.21,93.0,66.0,80.0,11.0,60.0,67.0,15.0,1,0.001,29.26,29.97,4.8,28.0,5.8,1,60.89259860483484,194.0,19.454285714285714,15.184285714285718,87.14285714285714,61.142857142857146,74.42857142857143,6.571428571428571,53.857142857142854,62.42857142857143,9.428571428571429,0.00014285714285715203,29.341428571428587,30.055714285714288,5.67142857142858,11.0,6.771428571428564
47,2007-06-17,19.48,15.21,91.0,70.0,81.0,12.0,64.0,70.0,16.0,0,0.0,29.23,29.95,2.8,11.0,6.3,1,67.72034434614972,210.0,19.46142857142857,15.191428571428576,88.57142857142857,63.285714285714285,76.28571428571429,8.142857142857142,55.714285714285715,64.0,11.285714285714286,0.00014285714285715203,29.325714285714298,30.041428571428572,5.385714285714294,10.142857142857142,6.871428571428564
48,2007-06-18,19.48,15.21,89.0,69.0,79.0,9.0,65.0,70.0,14.0,1,0.28,29.12,29.84,14.0,20.0,15.1,1,72.34568858775592,224.0,19.468571428571426,15.198571428571436,89.0,64.85714285714286,77.28571428571429,8.714285714285714,57.57142857142857,65.28571428571429,12.285714285714286,0.040142857142857154,29.284285714285726,30.002857142857142,6.685714285714295,11.428571428571429,8.042857142857136
49,2007-06-19,19.5,15.23,80.0,65.0,73.0,3.0,55.0,63.0,8.0,1,0.58,29.26,29.95,10.7,28.0,11.4,1,58.337183247625404,232.0,19.475714285714282,15.205714285714294,88.57142857142857,65.28571428571429,77.28571428571429,8.428571428571429,58.285714285714285,65.71428571428571,12.285714285714286,0.123,29.25857142857144,29.97285714285714,7.028571428571437,14.714285714285714,8.414285714285707
50,2007-06-20,19.5,15.23,84.0,61.0,73.0,3.0,52.0,61.0,8.0,0,0.0,29.39,30.1,7.8,27.0,8.8,1,51.067787952027686,240.0,19.482857142857142,15.212857142857152,88.14285714285714,65.42857142857143,77.14285714285714,8.0,58.142857142857146,65.57142857142857,12.142857142857142,0.123,29.262857142857154,29.97428571428571,7.114285714285722,17.857142857142858,8.442857142857134
51,2007-06-21,19.5,15.23,77.0,61.0,69.0,-1.0,51.0,60.0,4.0,1,0.01,29.36,30.08,3.5,3.0,10.7,1,53.41983885151767,244.0,19.487142857142857,15.217142857142866,86.42857142857143,65.0,76.0,6.571428571428571,57.57142857142857,65.0,11.0,0.12442857142857143,29.271428571428583,29.98285714285714,6.814285714285722,17.571428571428573,8.999999999999991
52,2007-06-22,19.52,15.239999999999998,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,1,0.001,29.33,30.06,7.8,6.0,8.7,1,50.72177546945409,248.0,19.494285714285716,15.222857142857151,84.28571428571429,64.71428571428571,74.85714285714286,5.142857142857143,56.714285714285715,64.14285714285714,9.857142857142858,0.12457142857142857,29.27857142857144,29.992857142857137,7.34285714285715,17.571428571428573,9.542857142857134
53,2007-06-23,19.52,15.239999999999998,67.0,62.0,65.0,-5.0,58.0,61.0,0.0,1,0.05,29.23,29.96,7.6,12.0,9.0,1,80.00304459124357,248.0,19.500000000000004,15.227142857142866,80.57142857142857,64.14285714285714,72.71428571428571,2.857142857142857,56.42857142857143,63.285714285714285,7.714285714285714,0.1315714285714286,29.274285714285725,29.991428571428568,7.74285714285715,15.285714285714286,9.999999999999991
54,2007-06-24,19.52,15.239999999999998,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,1,0.0,29.26,29.97,7.0,9.0,8.0,1,80.32678341115533,253.0,19.505714285714294,15.23142857142858,78.57142857142857,63.142857142857146,71.14285714285714,1.0,56.142857142857146,62.57142857142857,6.142857142857143,0.1315714285714286,29.27857142857144,29.994285714285713,8.34285714285715,15.0,10.242857142857135
55,2007-06-25,19.52,15.239999999999998,89.0,65.0,77.0,6.0,66.0,70.0,12.0,1,0.0,29.38,30.07,3.9,14.0,6.8,1,77.35504265361797,265.0,19.51142857142858,15.235714285714295,78.57142857142857,62.57142857142857,70.85714285714286,0.5714285714285714,56.285714285714285,62.57142857142857,5.857142857142857,0.09157142857142857,29.315714285714296,30.027142857142852,6.9000000000000075,14.142857142857142,9.057142857142848
56,2007-06-26,19.52,15.219999999999999,92.0,70.0,81.0,10.0,69.0,72.0,16.0,1,0.16,29.39,30.11,6.1,22.0,7.1,1,77.45944137668836,281.0,19.514285714285727,15.234285714285722,80.28571428571429,63.285714285714285,72.0,1.5714285714285714,58.285714285714285,63.857142857142854,7.0,0.031571428571428584,29.334285714285727,30.049999999999994,6.242857142857152,13.285714285714286,8.442857142857134
57,2007-06-27,19.52,15.219999999999999,91.0,71.0,81.0,10.0,70.0,72.0,16.0,1,0.15,29.29,30.02,7.5,24.0,8.8,1,79.3821740261811,297.0,19.51714285714287,15.232857142857151,81.28571428571429,64.71428571428571,73.14285714285714,2.5714285714285716,60.857142857142854,65.42857142857143,8.142857142857142,0.05300000000000001,29.32000000000001,30.038571428571426,6.200000000000009,12.857142857142858,8.442857142857136
58,2007-06-28,19.52,15.2,74.0,58.0,66.0,-5.0,55.0,60.0,1.0,0,0.0,29.41,30.09,11.9,3.0,12.5,1,69.29749941941023,298.0,19.520000000000014,15.228571428571437,80.85714285714286,64.28571428571429,72.71428571428571,2.0,61.42857142857143,65.42857142857143,7.714285714285714,0.05157142857142859,29.327142857142867,30.039999999999996,7.400000000000008,12.857142857142858,8.699999999999992
59,2007-06-29,19.52,15.2,70.0,56.0,63.0,-8.0,55.0,59.0,0.0,0,0.0,29.41,30.13,7.6,2.0,8.3,1,75.51002886240347,298.0,19.520000000000014,15.222857142857151,80.0,63.57142857142857,71.85714285714286,1.0,62.142857142857146,65.57142857142857,7.142857142857143,0.05142857142857144,29.338571428571438,30.049999999999994,7.371428571428581,12.285714285714286,8.642857142857135
60,2007-06-30,19.52,15.2,79.0,54.0,67.0,-5.0,46.0,56.0,2.0,0,0.0,29.41,30.13,4.9,3.0,5.8,1,41.9010546326891,300.0,19.520000000000014,15.217142857142866,81.71428571428571,62.42857142857143,72.14285714285714,1.0,60.42857142857143,64.85714285714286,7.428571428571429,0.0442857142857143,29.364285714285725,30.074285714285708,6.985714285714295,11.0,8.185714285714278
61,2007-07-01,19.52,15.19,75.0,54.0,65.0,-7.0,52.0,58.0,0.0,0,0.0,29.51,30.23,8.6,4.0,8.6,1,62.36526836714393,300.0,19.520000000000014,15.21000000000001,81.42857142857143,61.142857142857146,71.42857142857143,0.14285714285714285,59.0,63.857142857142854,6.714285714285714,0.0442857142857143,29.40000000000001,30.111428571428565,7.214285714285723,10.285714285714286,8.271428571428562
62,2007-07-02,19.52,15.19,79.0,53.0,66.0,-6.0,50.0,58.0,1.0,0,0.0,29.49,30.22,5.9,14.0,8.1,1,54.841007860552374,301.0,19.520000000000014,15.202857142857154,80.0,59.42857142857143,69.85714285714286,-1.5714285714285714,56.714285714285715,62.142857142857146,5.142857142857143,0.0442857142857143,29.415714285714298,30.132857142857137,7.500000000000009,10.285714285714286,8.457142857142847
63,2007-07-03,19.52,15.17,83.0,60.0,72.0,0.0,57.0,63.0,7.0,1,0.4,29.31,30.06,6.7,21.0,7.3,1,64.5701762133993,308.0,19.520000000000014,15.195714285714297,78.71428571428571,58.0,68.57142857142857,-3.0,55.0,60.857142857142854,3.857142857142857,0.0785714285714286,29.404285714285727,30.125714285714277,7.585714285714295,10.142857142857142,8.485714285714275
64,2007-07-04,19.5,15.129999999999999,86.0,67.0,77.0,5.0,65.0,69.0,12.0,1,0.16,29.18,29.9,4.6,27.0,8.2,1,75.2428069261815,320.0,19.51714285714287,15.182857142857154,78.0,57.42857142857143,68.0,-3.7142857142857144,54.285714285714285,60.42857142857143,3.2857142857142856,0.08000000000000003,29.388571428571446,30.10857142857142,7.171428571428581,10.571428571428571,8.39999999999999
65,2007-07-05,19.5,15.129999999999999,89.0,71.0,80.0,8.0,60.0,67.0,15.0,1,0.0,29.24,29.94,6.4,31.0,8.1,1,60.89259860483484,335.0,19.514285714285727,15.172857142857152,80.14285714285714,59.285714285714285,70.0,-1.8571428571428572,55.0,61.42857142857143,5.285714285714286,0.08000000000000003,29.36428571428573,30.087142857142847,6.385714285714295,14.571428571428571,7.77142857142856
66,2007-07-06,19.5,15.120000000000001,86.0,66.0,76.0,4.0,57.0,64.0,11.0,0,0.0,29.32,30.03,3.2,5.0,5.5,1,59.20202109421737,346.0,19.51142857142858,15.161428571428582,82.42857142857143,60.714285714285715,71.85714285714286,-0.14285714285714285,55.285714285714285,62.142857142857146,6.857142857142857,0.08000000000000003,29.35142857142859,30.072857142857135,5.757142857142867,15.0,7.37142857142856
