month,Species,NumMosquitos,Sunset,Street,DaylightHrs,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,WnvPresent
5,CULEX PIPIENS,1,1911, W 89TH ST,1486,87.0,60.0,74.0,13.0,44.0,58.0,9.0,0.0,29.41,30.05,10.1,16.0,10.6,0
5,CULEX PIPIENS/RESTUANS,1,1911, N STREETER DR,1486,87.0,60.0,74.0,13.0,44.0,58.0,9.0,0.0,29.41,30.05,10.1,16.0,10.6,0
5,CULEX RESTUANS,2,1911, N STREETER DR,1486,87.0,60.0,74.0,13.0,44.0,58.0,9.0,0.0,29.41,30.05,10.1,16.0,10.6,0
5,CULEX RESTUANS,1,1911, N LONG AVE,1486,87.0,60.0,74.0,13.0,44.0,58.0,9.0,0.0,29.41,30.05,10.1,16.0,10.6,0
5,CULEX RESTUANS,1,1911, S CARPENTER ST,1486,87.0,60.0,74.0,13.0,44.0,58.0,9.0,0.0,29.41,30.05,10.1,16.0,10.6,0
6,CULEX PIPIENS/RESTUANS,3,1917, N OAK PARK AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,5,1917, N OAK PARK AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS,1,1917, N OAK PARK AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS/RESTUANS,1,1917, W FOSTER AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,2,1917, W FOSTER AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS/RESTUANS,2,1917, N OAK PARK AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,9,1917, N OAK PARK AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,2,1917, W HIGGINS AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,1,1917, N PITTSBURGH AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,1,1917, N OKETO AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,1,1917, W BALMORAL AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,2,1917, N WESTERN AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS/RESTUANS,1,1917, W AGATITE AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,2,1917, W AGATITE AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS/RESTUANS,1,1917, N AUSTIN AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,3,1917, N AUSTIN AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS/RESTUANS,1,1917, N RICHMOND ST,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,2,1917, N RICHMOND ST,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS/RESTUANS,1,1917, W GRANVILLE AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,2,1917, W FARWELL AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS/RESTUANS,1,1917,  W ARMITAGE AVENUE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,10,1917,  W ARMITAGE AVENUE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS/RESTUANS,2,1917, N KEDVALE AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,1,1917, N KEDVALE AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX RESTUANS,1,1917, N CAMPBELL AVE,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,0
6,CULEX PIPIENS/RESTUANS,1,1917, W WEBSTER AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,2,1917, W WEBSTER AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS,1,1917, W WEBSTER AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, W GRAND AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,1,1917, W ROOSEVELT,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, W ROOSEVELT,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS,2,1917, W ROOSEVELT,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,2,1917, W CHICAGO,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,1,1917, N STAVE ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, N STAVE ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,3,1917, N CANNON DR,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,4,1917, W 113TH ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,2,1917, W 95TH ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,1,1917, W 89TH ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, W 89TH ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS,1,1917, W 89TH ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,3,1917, N LONG AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, S CARPENTER ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, N CALIFORNIA AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,1,1917, S CENTRAL AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,3,1917, N HUMBOLDT DR,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, S VINCENNES,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,1,1917, S ASHLAND AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,7,1917, S ASHLAND AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,1,1917, S STATE ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,2,1917, W 127TH PL,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,4,1917, W 127TH PL,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS,1,1917, W 127TH PL,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,3,1917, N ASHLAND AVE OVERPASS,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, N FRANCISCO AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, S MILLARD AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,1,1917, N LAWLER AVE,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,3,1917, W 116TH ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX RESTUANS,8,1917, W 116TH ST,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,1,1917, S DR MARTIN LUTHER KING JR DR,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,0
6,CULEX PIPIENS/RESTUANS,1,1930, N OAK PARK AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,4,1930, N OAK PARK AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX SALINARIUS,1,1930, N OAK PARK AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,1,1930, N MANDELL AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,4,1930, N MANDELL AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,1,1930, W FOSTER AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,1,1930, N OAK PARK AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,1,1930, N OAK PARK AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,2,1930, N OAKLEY AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,2,1930, N OAKLEY AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,2,1930, N PITTSBURGH AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,4,1930, N PITTSBURGH AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,2,1930, N OKETO AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,2,1930, N OKETO AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,1,1930, W BALMORAL AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,1,1930, N WESTERN AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,9,1930, N WESTERN AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,1,1930, W AGATITE AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,3,1930, W AGATITE AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,4,1930, N AUSTIN AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,6,1930, N RICHMOND ST,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,2,1930, W FARWELL AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,3,1930,  W ARMITAGE AVENUE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,6,1930,  W ARMITAGE AVENUE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,1,1930, N CAMPBELL AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,1,1930, N TRIPP AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,2,1930, N MILWAUKEE AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,1,1930, N AVONDALE AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,1,1930, N AVONDALE AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,2,1930, N MOSELL AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,2,1930, N LEMONT AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX RESTUANS,1,1930, W BELDEN AVE,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,0
6,CULEX PIPIENS/RESTUANS,1,1930, W WEBSTER AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, W WEBSTER AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,1,1930, W GRAND AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,6,1930, W GRAND AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,2,1930, W ROOSEVELT,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, W CHICAGO,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, N STAVE ST,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,1,1930, W 113TH ST,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,1,1930, W 113TH ST,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,2,1930, W 113TH ST,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,5,1930, W 89TH ST,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,1,1930, N STREETER DR,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, N STREETER DR,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, N CALIFORNIA AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,2,1930, N HUMBOLDT DR,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,3,1930, N HUMBOLDT DR,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,10,1930, S ASHLAND AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,19,1930, S ASHLAND AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS,1,1930, S ASHLAND AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,20,1930, W 127TH PL,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,25,1930, W 127TH PL,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS,6,1930, W 127TH PL,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, N ASHLAND AVE OVERPASS,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, N FRANCISCO AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,1,1930, W 116TH ST,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,4,1930, W 116TH ST,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, S WESTERN AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,5,1930, S HAMLIN AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, S HAMLIN AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, W 18TH ST,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,1,1930, S CALIFORNIA,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, S CALIFORNIA,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,1,1930, S THROOP,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,2,1930, W 95TH ST,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS,1,1930, S CALIFORNIA AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,3,1930, S HOYNE AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,5,1930, S HOYNE AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX RESTUANS,1,1930, W LELAND AVE,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,0
6,CULEX PIPIENS/RESTUANS,2,1931, N OAK PARK AVE,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,0
