,month,Species,Sunset,Street,DaylightHrs,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,WnvPresent
27,6,CULEX PIPIENS,19.38, N OAK PARK AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
28,6,CULEX PIPIENS/RESTUANS,19.38, W FOSTER AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
29,6,CULEX RESTUANS,19.38, W FOSTER AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
30,6,CULEX PIPIENS/RESTUANS,19.38, N OAK PARK AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
31,6,CULEX RESTUANS,19.38, N OAK PARK AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
32,6,CULEX RESTUANS,19.38, W HIGGINS AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
33,6,CULEX RESTUANS,19.38, N PITTSBURGH AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
34,6,CULEX RESTUANS,19.38, N OKETO AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
35,6,CULEX RESTUANS,19.38, W BALMORAL AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
36,6,CULEX RESTUANS,19.38, N WESTERN AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
37,6,CULEX PIPIENS/RESTUANS,19.38, W AGATITE AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
38,6,CULEX RESTUANS,19.38, W AGATITE AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
39,6,CULEX PIPIENS/RESTUANS,19.38, N AUSTIN AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
40,6,CULEX RESTUANS,19.38, N AUSTIN AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
41,6,CULEX PIPIENS/RESTUANS,19.38, N RICHMOND ST,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
42,6,CULEX RESTUANS,19.38, N RICHMOND ST,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
43,6,CULEX PIPIENS/RESTUANS,19.38, W GRANVILLE AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
44,6,CULEX RESTUANS,19.38, W FARWELL AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
45,6,CULEX PIPIENS/RESTUANS,19.38,  W ARMITAGE AVENUE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
46,6,CULEX RESTUANS,19.38,  W ARMITAGE AVENUE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
47,6,CULEX PIPIENS/RESTUANS,19.38, N KEDVALE AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
48,6,CULEX RESTUANS,19.38, N KEDVALE AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
49,6,CULEX RESTUANS,19.38, N CAMPBELL AVE,15.099999999999998,78.0,62.0,70.0,6.0,60.0,63.0,5.0,0.01,29.1,29.79,5.2,5.0,7.6,0
50,6,CULEX PIPIENS/RESTUANS,19.38, W WEBSTER AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
51,6,CULEX RESTUANS,19.38, W WEBSTER AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
52,6,CULEX PIPIENS,19.38, W WEBSTER AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
53,6,CULEX RESTUANS,19.38, W GRAND AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
54,6,CULEX PIPIENS/RESTUANS,19.38, W ROOSEVELT,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
55,6,CULEX RESTUANS,19.38, W ROOSEVELT,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
56,6,CULEX PIPIENS,19.38, W ROOSEVELT,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
57,6,CULEX RESTUANS,19.38, W CHICAGO,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
58,6,CULEX PIPIENS/RESTUANS,19.38, N STAVE ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
59,6,CULEX RESTUANS,19.38, N STAVE ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
60,6,CULEX RESTUANS,19.38, N CANNON DR,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
61,6,CULEX RESTUANS,19.38, W 113TH ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
62,6,CULEX PIPIENS/RESTUANS,19.38, W 95TH ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
63,6,CULEX PIPIENS/RESTUANS,19.38, W 89TH ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
64,6,CULEX RESTUANS,19.38, W 89TH ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
65,6,CULEX PIPIENS,19.38, W 89TH ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
66,6,CULEX RESTUANS,19.38, N LONG AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
67,6,CULEX RESTUANS,19.38, S CARPENTER ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
68,6,CULEX RESTUANS,19.38, N CALIFORNIA AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
69,6,CULEX PIPIENS/RESTUANS,19.38, S CENTRAL AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
70,6,CULEX RESTUANS,19.38, N HUMBOLDT DR,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
71,6,CULEX RESTUANS,19.38, S VINCENNES,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
72,6,CULEX PIPIENS/RESTUANS,19.38, S ASHLAND AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
73,6,CULEX RESTUANS,19.38, S ASHLAND AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
74,6,CULEX PIPIENS/RESTUANS,19.38, S STATE ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
75,6,CULEX PIPIENS/RESTUANS,19.38, W 127TH PL,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
76,6,CULEX RESTUANS,19.38, W 127TH PL,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
77,6,CULEX PIPIENS,19.38, W 127TH PL,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
78,6,CULEX RESTUANS,19.38, N ASHLAND AVE OVERPASS,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
79,6,CULEX RESTUANS,19.38, N FRANCISCO AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
80,6,CULEX RESTUANS,19.38, S MILLARD AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
81,6,CULEX RESTUANS,19.38, N LAWLER AVE,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
82,6,CULEX PIPIENS/RESTUANS,19.38, W 116TH ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
83,6,CULEX RESTUANS,19.38, W 116TH ST,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
84,6,CULEX PIPIENS/RESTUANS,19.38, S DR MARTIN LUTHER KING JR DR,15.099999999999998,77.0,64.0,71.0,7.0,60.0,64.0,6.0,0.53,29.16,29.78,6.2,3.0,8.1,0
85,6,CULEX PIPIENS/RESTUANS,19.52, N OAK PARK AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
86,6,CULEX RESTUANS,19.52, N OAK PARK AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
87,6,CULEX SALINARIUS,19.52, N OAK PARK AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
88,6,CULEX PIPIENS/RESTUANS,19.52, N MANDELL AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
89,6,CULEX RESTUANS,19.52, N MANDELL AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
90,6,CULEX RESTUANS,19.52, W FOSTER AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
91,6,CULEX PIPIENS/RESTUANS,19.52, N OAK PARK AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
92,6,CULEX RESTUANS,19.52, N OAK PARK AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
93,6,CULEX PIPIENS/RESTUANS,19.52, N OAKLEY AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
94,6,CULEX RESTUANS,19.52, N OAKLEY AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
95,6,CULEX PIPIENS/RESTUANS,19.52, N PITTSBURGH AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
96,6,CULEX RESTUANS,19.52, N PITTSBURGH AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
97,6,CULEX PIPIENS/RESTUANS,19.52, N OKETO AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
98,6,CULEX RESTUANS,19.52, N OKETO AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
99,6,CULEX PIPIENS/RESTUANS,19.52, W BALMORAL AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
100,6,CULEX PIPIENS/RESTUANS,19.52, N WESTERN AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
101,6,CULEX RESTUANS,19.52, N WESTERN AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
102,6,CULEX PIPIENS/RESTUANS,19.52, W AGATITE AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
103,6,CULEX RESTUANS,19.52, W AGATITE AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
104,6,CULEX RESTUANS,19.52, N AUSTIN AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
105,6,CULEX RESTUANS,19.52, N RICHMOND ST,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
106,6,CULEX RESTUANS,19.52, W FARWELL AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
107,6,CULEX PIPIENS/RESTUANS,19.52,  W ARMITAGE AVENUE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
108,6,CULEX RESTUANS,19.52,  W ARMITAGE AVENUE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
109,6,CULEX RESTUANS,19.52, N CAMPBELL AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
110,6,CULEX PIPIENS/RESTUANS,19.52, N TRIPP AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
111,6,CULEX RESTUANS,19.52, N MILWAUKEE AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
112,6,CULEX PIPIENS/RESTUANS,19.52, N AVONDALE AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
113,6,CULEX RESTUANS,19.52, N AVONDALE AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
114,6,CULEX RESTUANS,19.52, N MOSELL AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
115,6,CULEX PIPIENS/RESTUANS,19.52, N LEMONT AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
116,6,CULEX RESTUANS,19.52, W BELDEN AVE,15.22,77.0,63.0,70.0,-1.0,62.0,65.0,5.0,0.01,29.39,30.11,6.1,22.0,7.1,0
117,6,CULEX PIPIENS/RESTUANS,19.52, W WEBSTER AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
118,6,CULEX RESTUANS,19.52, W WEBSTER AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
119,6,CULEX PIPIENS/RESTUANS,19.52, W GRAND AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
120,6,CULEX RESTUANS,19.52, W GRAND AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
121,6,CULEX PIPIENS/RESTUANS,19.52, W ROOSEVELT,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
122,6,CULEX RESTUANS,19.52, W CHICAGO,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
123,6,CULEX RESTUANS,19.52, N STAVE ST,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
124,6,CULEX PIPIENS/RESTUANS,19.52, W 113TH ST,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
125,6,CULEX PIPIENS/RESTUANS,19.52, W 113TH ST,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
126,6,CULEX RESTUANS,19.52, W 113TH ST,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
127,6,CULEX RESTUANS,19.52, W 89TH ST,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
128,6,CULEX PIPIENS/RESTUANS,19.52, N STREETER DR,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
129,6,CULEX RESTUANS,19.52, N STREETER DR,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
130,6,CULEX RESTUANS,19.52, N CALIFORNIA AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
131,6,CULEX PIPIENS/RESTUANS,19.52, N HUMBOLDT DR,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
132,6,CULEX RESTUANS,19.52, N HUMBOLDT DR,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
133,6,CULEX PIPIENS/RESTUANS,19.52, S ASHLAND AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
134,6,CULEX RESTUANS,19.52, S ASHLAND AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
135,6,CULEX PIPIENS,19.52, S ASHLAND AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
136,6,CULEX PIPIENS/RESTUANS,19.52, W 127TH PL,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
137,6,CULEX RESTUANS,19.52, W 127TH PL,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
138,6,CULEX PIPIENS,19.52, W 127TH PL,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
139,6,CULEX RESTUANS,19.52, N ASHLAND AVE OVERPASS,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
140,6,CULEX RESTUANS,19.52, N FRANCISCO AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
141,6,CULEX PIPIENS/RESTUANS,19.52, W 116TH ST,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
142,6,CULEX RESTUANS,19.52, W 116TH ST,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
143,6,CULEX RESTUANS,19.52, S WESTERN AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
144,6,CULEX PIPIENS/RESTUANS,19.52, S HAMLIN AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
145,6,CULEX RESTUANS,19.52, S HAMLIN AVE,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
146,6,CULEX RESTUANS,19.52, W 18TH ST,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
147,6,CULEX PIPIENS/RESTUANS,19.52, S CALIFORNIA,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
148,6,CULEX RESTUANS,19.52, S CALIFORNIA,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
149,6,CULEX PIPIENS/RESTUANS,19.52, S THROOP,15.22,75.0,65.0,70.0,-1.0,62.0,65.0,5.0,0.001,29.45,30.09,7.3,21.0,8.1,0
